acid0,acid1,acid2,chlorides,sulphates0,sulphates1,sulphates2,density,score
0.17307692307692313,0.12745098039215685,0.14457831325301204,0.05341246290801187,0.12195121951219512,0.32714617169373544,0.1046511627906977,0.07499518025833751,65.51408748169398
0.34615384615384626,0.18627450980392157,0.29518072289156627,0.08308605341246292,0.10801393728222997,0.3410672853828306,0.372093023255814,0.09427414690572533,50.977517811979034
0.2692307692307693,0.3431372549019608,0.14457831325301204,0.0919881305637982,0.18118466898954705,0.34802784222737815,0.372093023255814,0.17563138615770413,51.0404559163693
0.20192307692307698,0.20588235294117646,0.16867469879518077,0.0771513353115727,0.04878048780487805,0.2505800464037123,0.2325581395348837,0.047811837285522074,49.40934935123008
0.3173076923076924,0.16666666666666666,0.18674698795180725,0.12166172106824924,0.10452961672473868,0.3410672853828306,0.3372093023255814,0.08270676691729406,50.467713988315225
0.22115384615384626,0.28431372549019607,0.12048192771084339,0.06528189910979228,0.1637630662020906,0.37354988399071926,0.30232558139534876,0.1632928475033708,33.93407647174758
0.21153846153846168,0.14705882352941177,0.09036144578313253,0.11572700296735905,0.34494773519163763,0.45939675174013916,0.09302325581395349,0.16579911316753382,33.73143178316471
0.28846153846153855,0.12745098039215685,0.33132530120481934,0.13056379821958455,0.11149825783972125,0.34802784222737815,0.25581395348837205,0.2109118951224218,34.125480461712016
0.1923076923076924,0.18627450980392157,0.24096385542168677,0.19881305637982194,0.156794425087108,0.28074245939675174,0.26744186046511625,0.09138230190861663,50.30963897062212
0.4423076923076925,0.18627450980392157,0.2771084337349398,0.11572700296735905,0.1289198606271777,0.4361948955916473,0.4302325581395348,0.19838056680161742,52.028284067598506
0.35576923076923084,0.18627450980392157,0.18674698795180725,0.142433234421365,0.44947735191637633,0.7053364269141531,0.4302325581395348,0.1443994601889358,37.56434302445978
0.3653846153846154,0.22549019607843135,0.14457831325301204,0.08308605341246292,0.1289198606271777,0.32714617169373544,0.25581395348837205,0.08077887025255492,66.72911167011576
0.20192307692307698,0.08823529411764708,0.16867469879518077,0.05341246290801187,0.010452961672473867,0.04408352668213457,0.11627906976744184,0.05282436861384099,32.0873211424811
0.4519230769230771,0.06862745098039214,0.29518072289156627,0.06528189910979228,0.05226480836236934,0.26218097447795824,0.20930232558139533,0.11740890688259142,49.96802776794056
0.49038461538461553,0.21568627450980388,0.21084337349397592,0.06824925816023739,0.10452961672473868,0.3225058004640371,0.26744186046511625,0.144013880855983,67.20040606554647
0.27884615384615397,0.0980392156862745,0.16867469879518077,0.08902077151335311,0.09407665505226481,0.24593967517401388,0.26744186046511625,0.14613456718719675,65.94246867472148
0.20192307692307698,0.15686274509803919,0.18072289156626506,0.07121661721068248,0.09059233449477352,0.19257540603248258,0.5465116279069766,0.09909388856757317,66.46600216229845
0.29807692307692324,0.19607843137254904,0.24698795180722893,0.12166172106824924,0.027874564459930314,0.29466357308584684,0.569767441860465,0.11355311355311315,51.05725407379617
0.1923076923076924,0.2745098039215686,0.30120481927710846,0.35014836795252224,0.21254355400696864,0.39211136890951276,0.26744186046511625,0.09658762290341372,35.52562164326126
0.2596153846153847,0.20588235294117646,0.18072289156626506,0.12462908011869434,0.08013937282229966,0.36426914153132245,0.3953488372093023,0.12107191054559507,50.57873029678667
0.3076923076923078,0.2647058823529411,0.10240963855421688,0.11869436201780414,0.01742160278745645,0.25522041763341063,0.16279069767441856,0.11297474455369283,49.51241386642548
0.3173076923076924,0.22549019607843135,0.15060240963855423,0.11572700296735905,0.10452961672473868,0.29466357308584684,0.20930232558139533,0.1835357624831282,33.605546844493404
0.28846153846153855,0.0980392156862745,0.2771084337349398,0.1632047477744807,0.12195121951219512,0.35034802784222735,0.26744186046511625,0.10198573356468188,34.04282796085643
0.3365384615384617,0.23529411764705882,0.1385542168674699,0.12166172106824924,0.1637630662020906,0.4361948955916473,0.27906976744186046,0.21958743011374793,34.50888492281795
0.3653846153846154,0.23529411764705882,0.15060240963855423,0.06231454005934717,0.04529616724738676,0.29466357308584684,0.25581395348837205,0.12647002120686324,49.98078672576769
0.3942307692307694,0.21568627450980388,0.3614457831325301,0.11572700296735905,0.038327526132404185,0.22505800464037123,0.31395348837209297,0.11952959321380519,34.35396277082646
