Id,Predicted
0,50.86618499295963
1,66.6652280798606
2,63.99134106934612
3,57.12313144304427
4,29.918473835924498
5,63.93764647014725
6,51.25328555232908
7,42.09737057100873
8,36.55889480744078
9,38.168143865712224
10,66.46600216229845
11,47.02100601677887
12,50.793551704845655
13,46.72082569583433
14,48.3028407017315
15,61.877687676835755
16,46.70031434174458
17,52.59718169034208
18,55.20670586369584
19,61.01168405314413
20,53.132406226024415
21,34.27902750873819
22,38.36678668220719
23,68.07030236921082
24,43.87480859848947
25,47.278918653459186
26,40.44316554384636
27,46.844654885683454
28,43.97782143769452
29,43.623472231450094
30,60.96839416082007
31,67.33494005051489
32,59.67698824219434
33,57.64606254540614
34,34.236496692622474
35,38.765449640150486
36,51.12770152575589
37,49.566666434127534
38,39.39472072614928
39,50.09610659386223
40,49.51255421250766
41,55.03905172367581
42,58.61059848344048
43,83.6049352633564
44,61.792773102759334
45,61.19676010141719
46,49.57705012865066
47,44.13930856894279
48,52.44732920062368
49,44.57056340007843
50,47.20367105966536
51,62.34491429663956
52,53.1338570344914
53,51.0692499186084
54,50.95719292303593
55,50.96846323023571
56,48.40057829697729
57,44.98385924216815
58,47.279410371769934
59,68.93816278866771
60,49.83607816833798
61,47.273685831114285
62,49.92081138105496
63,43.96054444910956
64,56.41656723950601
65,50.5985705069107
66,63.81059322990311
67,37.11097524398774
68,49.61288609721809
69,43.99982588521106
70,58.06442249182073
71,34.64829391699061
72,43.294780451178646
73,48.12613709131829
74,52.600796815568756
75,45.22045544334687
76,50.94778880510891
77,68.3651263807575
78,53.61394045396019
79,55.825530918323736
80,60.82632619956179
81,58.47879031338632
82,52.17745061880768
83,34.12770651143256
84,55.56579060960169
85,36.86515238273847
86,52.616847492429095
87,37.92984987811166
88,52.64206338282425
89,42.26951582334102
90,36.87320193808861
91,48.92068307654571
92,34.21249190202374
93,39.396624312927464
94,61.15078813373768
95,45.96731790809147
96,43.910693462372556
97,51.80519475331488
98,50.11204983671122
99,63.573978036614875
100,42.68080451421206
101,55.20816939799808
102,67.08926570978281
103,57.00735570307391
104,51.925607036876684
105,58.23174638831857
106,47.03735275555353
107,34.48715399361592
108,40.1558807208371
109,34.920307375935
110,66.41384687031503
111,51.35708375873982
112,36.76386877611137
113,53.199294470799536
114,52.24188557750368
115,48.53197368727269
116,68.17211176412903
117,57.51441497433832
118,43.889611186028056
119,54.473795503519064
120,46.213598543153445
121,59.362352355673345
122,37.376811068659116
123,50.69948459681767
124,50.13882425054621
125,28.65072779916522
126,41.11696398848722
127,49.643589343582846
128,44.73923866542046
129,34.45061002120448
130,52.29608836393754
131,44.08441113678751
132,56.35568182696556
133,34.2317698076638
134,49.089578664764424
135,63.51451521371541
136,44.65331656256824
137,52.88891599518248
138,50.19454941993595
139,49.38651483158801
140,52.94545361928572
141,43.62021618119632
142,63.71356075266583
143,34.192130616380766
144,58.32401834197591
145,58.33923367733117
146,48.972489308838895
147,62.4091138906341
148,66.13614309667996
149,62.80043221969547
150,44.33869524039379
151,40.349406378761906
152,52.00997833139893
153,40.1995055544252
154,47.21850674712496
155,41.13586960517586
156,51.95306317519945
157,40.644221859254706
158,52.339145222223415
159,49.18053990131464
160,34.46548321938493
161,45.63726270527901
162,42.270446897506176
163,56.548471610417494
164,56.28759704726024
165,55.941266965540336
166,58.58881935435166
167,41.2831486296218
168,29.348067986194483
169,49.918003940442205
170,50.657486132425376
171,31.5596051174334
172,35.03637900794744
173,50.22990711898845
174,40.35301685433639
175,58.643112318615266
176,36.64394856967386
177,51.307768776639264
178,47.78565982650367
179,50.38243516899848
180,33.197298704611946
181,47.72943662466957
182,36.003539361299126
183,51.50251623018293
184,47.56195046749037
185,61.46353030576119
186,62.806748614980734
187,44.68507019642582
188,46.08005299505501
189,54.902321523113216
190,44.19718046491254
191,50.903589362162236
192,84.36686999060315
193,46.468223329998914
194,44.361190079187764
195,47.162469841152735
196,53.18890698375979
197,58.48902116252695
198,45.063501700852136
199,61.547712314029944
200,68.76445419876673
201,56.03974282784093
202,50.823543045882275
203,50.328800543691386
204,37.010054069173016
205,68.45438927121542
206,50.0233469592119
207,63.05295851834714
208,54.64647988515917
209,50.11596177362162
210,33.87657242246048
211,33.08209384649795
212,44.361190079187764
213,58.46521423989288
214,34.78963940687576
215,53.20470845807165
216,45.73140480922547
217,49.07210821597052
218,61.47868025212251
219,45.690599750567614
220,47.278918653459186
221,39.119750259703835
222,55.72357938303255
223,53.76862098968399
224,44.59648567639346
225,36.2168114881375
226,37.279458306595984
227,50.622115270411825
228,37.702559493944214
229,49.08060221869753
230,58.44224961669041
231,61.033075177548994
232,38.921041391069444
233,69.86312257756065
234,67.30258188108509
235,35.932528711814435
236,41.513637049543014
237,32.036835208108464
238,50.533350264899
239,52.09235080747852
240,57.08929831016518
241,46.871879008385385
242,49.35037613096566
243,66.06633247884268
244,56.34267866013833
245,34.31951505258818
246,82.91715514702058
247,53.28827130042589
248,49.7248483695653
249,49.44455047334187
250,52.385928964475696
251,45.48380790761354
252,67.20040606554647
253,34.34651972980567
254,49.39778495067806
255,44.30216671365514
256,66.57253226584797
257,53.098793484805064
258,55.925803839164296
259,53.14019487894718
260,45.5671161449152
261,41.54232694466894
262,50.70873392910283
263,51.65523451239088
264,40.96658136139561
265,42.847384607911195
266,48.40279145074029
267,56.35367947153543
268,56.24207183298857
269,42.847384607911195
270,58.33083149010596
271,43.47920539417353
272,49.412474167304126
273,40.60385239935303
274,55.44099977673324
275,62.83133961185604
276,49.58325348348017
277,66.89639974007547
278,33.450976697185894
279,21.730984328868846
280,40.55735651304068
281,60.74527470994517
282,38.86878748096496
283,66.57253226584797
284,52.191658826166005
285,54.3799936327892
286,44.40069086490632
287,56.24632627650965
288,47.3261989842095
289,39.23701373540309
290,50.21669955501406
291,50.57873029678667
292,56.565150960358416
293,41.38749379609192
294,49.90374969528297
295,49.404807755234245
296,42.49628226247548
297,50.98197038853801
298,82.58580547131727
299,68.93816278866771
300,55.01748114928216
301,63.23692610204079
302,52.604678860504286
303,69.45973849599609
304,49.63842367671487
305,42.182912986626484
306,50.743821567002186
307,52.01044169369381
308,66.63486090095367
309,49.46836693176577
310,49.65988005806668
311,35.721427066582706
312,55.0111785998108
313,47.55246749339463
314,52.006921675637074
315,54.945346317424544
316,35.59187121969674
317,44.31245730829611
318,61.28975068094079
319,38.889190924802534
320,58.62017524435475
321,46.48934697963311
322,42.46041081539802
323,49.45705597868731
324,50.01242804635473
325,57.99618407976727
326,66.24769694230645
327,49.45682437968836
328,49.99364314119069
329,54.87954016673727
330,47.86548970872609
331,38.678291144210384
332,58.70105177019614
333,39.50093710695493
334,37.29637469790192
335,60.82129834595558
336,37.127728438682986
337,50.46002212949833
338,50.99662077890595
339,81.83111777400218
340,33.3425846201311
341,33.39590402758573
342,33.28171122072512
343,60.284349110571476
344,40.47072498950884
345,33.4754792870831
346,29.708986688029484
347,39.0683472928112
348,36.80956880024413
349,34.579155983202085
350,44.59648567639346
351,66.02489035848403
352,49.66106872911443
353,47.79357296604078
354,42.46041081539802
355,54.78480652725129
356,46.797301646654525
357,57.091848280560356
358,66.7698324361036
359,33.78819388324235
360,56.50535470075714
361,52.11577193536959
362,48.06874526461823
363,51.51603697305237
364,58.341192840392836
365,46.98859425226225
366,66.6633793682766
367,55.493222619916445
368,66.57253226584797
369,50.2113442366944
370,49.887076729770776
371,47.63512876191824
372,48.40028607874153
373,59.17645891144803
374,46.81622851355816
375,43.63234985615294
376,58.856454062004474
377,50.49567403313117
378,38.90775750321352
379,68.26142691834661
380,61.72357128167179
381,55.915865693400555
382,63.44231055920205
383,62.697111493531345
384,41.491755304501304
385,51.476932718238004
386,57.80078941739793
387,52.24169997006445
388,49.49295336286788
389,55.53320069030857
390,47.35328562156457
391,40.57845388870092
392,49.22386191195961
393,42.12609689206856
394,61.49623611158381
395,50.83785379218815
396,49.6807968011392
397,50.392707239321645
398,48.67445020701978
399,37.79671744220034
400,29.805103645150016
401,37.38725587941833
402,40.33592817836942
